file_name,title,etitle,jabstract,eabstract,section_names,sec_intro,sec_method,sec_result,sec_conclusion,abs_intro,abs_method,abs_result,abs_conclusion
V15N03-06.tex,,Example-based News Article Summarization by Imitating Summary Instances,"現在，文書の要約をユーザへ提示することで支援を行う自動要約の研究が盛ん
に行われている．既存研究の多くは語や文に対して重要度を計算し，その重要
度に基づいて要約を行うものである．しかし我々人間が要約を行うときには文
法などの知識やどのように要約を行ったら良いのかという様々な経験を用いて
いるため，我々は人間が要約に必要だと考える語や文と相関のあるような重要
度の設定は難しいと考える．さらに人間が要約を行う際は様々な文の語や文節
など織り交ぜて要約を作成するため，文圧縮や文抽出の既存研究ではこのよう
な人間が作成する要約文は作ることができない．そこで本論文ではこれらの問
題点を解決し，人間が作成するような要約を得るため用例利用型の要約手法を
提案した．この要約手法の基本的なアイデアは人間が作成した要約文（用例）
を模倣して文書を要約することである．提案手法は類似用例文の獲得，
文節の対応付け，そして文節の組合せの3つの過程から構成される．評価実験
では従来法の一つを比較手法として挙げ，自動評価と人手による評価を行った．
人手の評価では要約文が読みやすいかという可読性の評価と要約の内容として
適切であるかという内容適切性の評価を行った．実験結果では自動評価及び人
手による評価共に従来法に比べ，本手法の方が有効であることが確認できた．
また本研究で目的としていた複数文の情報を含んだ要約文が作成されたことも
確認できた．","Recently, there are a lot of automatic summarization systems.  Almost
all previous works figure an importance for each word or each
sentence, and compress or extract a sentence by using the importance
of each word or each sentence.  However, when we generate a summary,
we use much knowledge and experience in our mind.  Therefore, it is
difficult to compute the importance which correlates with human sense.
This paper proposes a new summarization method which is based on
example-based approach.  The method has three steps.  First, system
retrieves a similar instance in a instance collection to an input. The
instance collection indicates summaries which are generated by human.
In the second step, the system links the similar phrases in the input
to a phrase in the similar instance.  As third step, the system
combines the corresponding phrases, and outputs summary candidates.
Experimental results have proven that the summarization system attains
approximately 1.81 accuracy on a scale 1 to 4 by human judgments. And
the system has obtained better accuracy than previous work.  From the
examinations, the system has confirmed that the summaries were
generated by combining the phrases in many position of the input,
while those summaries are not given just by common methods such as
sentence extraction methods and sentence compression methods.","['はじめに', '用例利用型のアプローチ', '提案法のシステム概要', '類似用例文の選択', '文節の対応付け', '文節の組合せ', '実験', '結果及び考察', '結論']",,,,,,,,
V15N04-01.tex,,Extraction of Person Information from Historical Materials for Building Historical Ontology,"本研究の目的は，歴史資料（史料）を対象に歴史知識の構造化の基盤となる
「歴史オントロジー」を構築するシステムを開発し，広く提供することによっ
て歴史学の発展に寄与することにある．この目標を具体的に検証するために，
昭和15年に時の帝国学士院において始められた明治前日本科学史の編纂成果で
ある『明治前日本科学史』（刊本全28巻）の全文を日本学士院の許諾の下に電
子化し，明治前の日本の科学技術を創成してきた科学技術者に関する属性およ
び業績の情報を抽出することにより，前近代日本の人物情報データベースの構
築を試みる．人物の属性として人名とそれに対する役職名と地名を，人物の業
績として人名とそれに対する書名を，いずれもパターンマッチングなどのルー
ルベースの手法によって抽出する．『明治前日本科学史総説・年表』を対象と
した性能評価を行った結果，人名，人名とその役職名，および人名とその地名
について，F値で0.8を超える結果が得られた．","Our goal of this study is to contribute to the progress in historical
science by developing a system for building a historical ontology from
historical materials and making it available to the public. We
digitize all the books of ``Meiji-mae Nippon Kagaku-shi'' (Pre-modern
Japanese History of Science and Technology) published by Nippon
Gakushiin (The Japan Academy), and extract the attribution and the
works of scientists and engineers from the books to build a database
of person information in pre-modern Japanese history. We extract the
names of persons, positions, places, and books as the attribution and
the works of persons by pattern matching. The experimental results
show that the F-measures for the names of persons, positions, and
places are over 0.8.","['はじめに', '歴史オントロジー構築プロジェクト', '人物情報の抽出', '評価実験', 'おわりに']",,,,,,,,
V15N04-02.tex,,Effective Use of Indirect Dependency for Distributional Similarity,,"Distributional similarity is a widely adopted concept to compute
  lexical semantic relatedness of words. Whereas the calculation is
  based on the {\it distributional hypothesis","['Introduction', 'Previous Studies', 'Indirect Dependency', 'Synonym Acquisition Method', 'Evaluation', 'Experiments', 'Conclusion']",,,,,,,,
V15N04-03.tex,,Detecting Semantic Relations between \\Named Entities Using Contextual Features,"本論文では，テキストに出現する固有表現の組が意味的な関係を有するか否かを判定する手法，特に異なる文に出現する固有表現の組に有効な手法を提案する．
提案手法では，Salient Referent Listに基づく文脈的素性を新たに導入し，単語や品詞，係り受けなどの伝統的に利用されている素性と組合わせた．
これらの素性はひとつの木構造として表現され，ブースティングに基づく分類アルゴリズムに渡される．
実験結果では，提案手法は従来手法より精度11.3\% ，再現率14.2\% 向上することが確認できた．","This paper proposes a supervised learning method for detecting 
a semantic relation between a given pair of named entities, which may be located in different sentences. 
The method employs newly introduced contextual features based 
on Salient Referent List as well as conventional syntactic and word-based features. 
These features are organized as a tree structure and are fed into a boosting-based 
classification algorithm. Experimental results show the proposed method outperformed 
prior methods, and increased precision and recall by 11.3\% and 14.2\%.","['はじめに', '関係性判定における文脈的素性の利用', '評価実験', 'おわりに']",,,,,,,,
V15N04-04.tex,,"Acquiring Concept Hierarchies of Adjectives from Corpora: 
	Towards Construction of Ontology of Adjectives from a real data","本研究は，実データに基づいた形容詞の観点からみた概念体系の自動構築をめざし，その一環として，
形容詞概念の階層関係構築に焦点を当てたものである．包含関係の尺度によって上位下位関係を求め，
その単語間の上位下位関係に基づき概念階層を自動構築した．
結果については，カバー率などの表層的な面と，階層の作られ方についての質的な面での評価を行った．
階層の質的な面での評価にあたって，概念の継承関係と事例（形容詞）の
各概念の成員としての連続性という観点から心理実験を行い，既存の人手によって作られたEDR辞書の階層と比較した．
実験手法はScheffeの一対比較法を用いた．その結果，自動構築がよい，あるいは既存の辞書と有意差がないと判断された階層は，
全体の43\%となった．抽出した概念数の不足や階層構築の際の問題点など課題も抱えているが，自動生成の階層が既存辞書の
階層に対して，その結果の半分弱の階層で問題を提起するという意味で，ベースラインとなる数値と考える．","The method of organizing word meanings is a crucial issue with lexical databases. We are aiming to extract the semantic structure of concepts of adjectives 
from corpora automatically. The first step to achieving this is to obtain the concepts of adjectives from corpora, for which we used abstract nouns. 
We constructed linguistic data by extracting semantic relations between abstract nouns and adjectives from corpus data. 
This paper describes how to hierarchically organize abstract concepts of adjectives mainly using the Complementary Similarity Measure (CSM) 
which calculates inclusion relations (hypernym/hyponym relations) between words. 
To estimate hypernym/hyponym relations between words, we compared three hierarchical structures of abstract concepts of adjectives: according to CSM, 
CSM with frequency (Freq), and an alternative similarity measure based on coefficient overlap. We evaluated automatically generated concept hierarchies of 
adjectives with those in EDR, and found that 43\% of those automatically generated were better than EDR.","['はじめに', 'オントロジーのタイプ', '言語表現に現れる「概念とその具体事例」という関係', '概念の階層関係の構築—階層構築の手法と閾値の選定基準—', '自動構築の階層とEDR辞書の概念階層との比較評価', '今後の展望—類義関係と階層関係をとらえるために—', 'まとめ', '5.4.1. 30形容詞に対するCOMMON-EDR階層ペア', '5.4.2. 10形容詞に対するCSM-EDR階層比較', '5.4.3.   10形容詞に対するOvlp-EDR階層比較']",,,,,,,,
V15N05-01.tex,,A Study on Cross Transformation of Mongolian Language,,"This paper discusses a segmentation approach of Mongolian for Cyrillic text 
for machine translation. Using this method, the processing of one-to-one 
word permutation between the variations of Mongolian and other languages, 
especially Altaic family languages like Japanese, becomes easier. 
Furthermore, it can be used for two-way conversion between texts of 
Mongolian used in different regions and counties, such as Mongolia and 
China. Our system has been implemented based on DP (dynamic programming) 
matching supported by knowledge-based sequence matching, referred to as a 
multilingual dictionary and linguistic rule bank (LRB), and a data-driven 
approach of the target language corpus (TLC). For convenience, NM (New 
Mongolian) is treated as the source language, and TM (Traditional Mongolian) 
and Todo as the target language in this test. Our application was tested 
using manually transcribed texts with sizes of 5,000 sentences paralleled 
from NM to TM and Todo. We found that our method could achieve 91.9{\%","['Introduction', 'Language structure and features', 'Approach', 'Experiments and results', 'Evaluation', 'Conclusion']",,,,,,,,
V15N05-02.tex,,Expanding Indonesian-Japanese Translation Dictionary Using Pivot Language,"2つの言語に関わる言語横断の言語処理を実現するには，その言語対を対象とす
  る豊富な言語資源が必要である．対訳辞書は，そのような言語資源の中でも特
  に重要であるが，あらゆる言語対に対して大規模な対訳辞書が利用できるわけ
  ではなく，小規模な対訳辞書しか利用できないような言語対も多い．
  そこで本論文では，ある言語対についての既存の小規模な対訳辞書を，その言
  語対と中間言語の言語資源を利用して大規模な対訳辞書に拡充する方法を提案
  する．
  提案法では，対象となる2つの言語のコーパスから得られた言語の異なる共起ベ
  クトルを，種辞書に基づいて比較して，対象となる2つの言語と中間言語の2種
  類の対訳辞書を用いて得られた訳語候補を選択する情報として用いる．
  実際に，小規模なインドネシア語-日本語辞書を，大規模なインドネシア語-英
  語辞書と英語—日本語辞書に基づいて拡充する実験を行い，拡充された辞書が言
  語横断情報検索の精度を向上させるのに役立つことを示した．","Cross-lingual language resources are necessary to realize
  cross-lingual natural language processing.  A large translation
  dictionary is especially important as such a resource, however, large
  dictionaries are available for few language pairs and small ones are
  only available for most language pairs.
  We propose a novel method to expand a small existing translation
  dictionary to a large translation dictionary using a pivot language.
  Cooccurrence vectors in the source language and ones in the
  destination language are compared based on the small existing
  translation dictionary, and provide information to select appropriate
  translations among translation candidates gotten from transitive
  translation using two translation dictionaries.
  Experiments that expand the Indonesian-Japanese dictionary using the
  English language as a pivot language show that the proposed method
  can improve performance of a real CLIR system.","['はじめに', '中間言語を用いた対訳辞書の拡充', '評価実験', '関連研究', 'むすび']",,,,,,,,
V15N05-03.tex,,Construction of story summarization system toward producing coherent summary consistent with story line,"物語は複数の話題で構成された文書である．内容の理解にはこの展開していく
 話題を正しく把握しなければならず，
 そのために原文書の代わりに用いられる要約は特に整合性を重視する必要が
 ある．
 本稿では整合性として話題の繋がりに着目した物語要約手法を提案する．
 提案手法では，まず
 物語を主題に着目した話題単位に分割し，登場人物に着目した重要度によって
 要約として抽出する話題を決定する．その後，話題間の整合性を保つために，
 話題間の状況の変化を示す文を補完する．
 提案手法の有効性を確認するため実際の物語を対象とした被験者の主観的評価
 による比較実験を行った．整合性を考慮しな
 いtf$\cdot$idfを用いた重要文抽出に比べて，提案手法の方が内容の理解にお
 いて良好な結果を得ることができた．","Since a story consists of several scenes and topics, for making a
 summary of a story, it is essential to get hold of relations between
 topics. This means that to make a coherent summary is a key issue for
 informative summary of a story. On the basis of this background, in
 this paper, the author proposes a method to produce a coherent summary
 of story focusing on extracting (1) topic block that consists of
 sentences that may be written on the same topic, and (2) complement
 sentences that may express change of scenes. They are extracted on the
 basis of automatic topic recognition and identification of
 characters. The experimental results of summarization for 9 stories
 show the proposed method produces easier-to-follow summaries than those
 of a tf$\cdot$idf based model.","['はじめに', '関連研究', '整合性を考慮した要約文の抽出', '評価', 'おわりに', '実験に使用した小説', '登場人物抽出の例', '人物抽出の予備実験結果']",,,,,,,,
V15N05-04.tex,,"Construction of Domain Dictionary for Fundamental Vocabulary and 
	its Application to Automatic Blog Categorization with the Dynamic Estimation of Unknown Words' Domains","言葉の意味処理にとってシソーラスは不可欠の資源である．
シソーラスは，単語間の上位下位関係という，いわば縦の関連を
表現するものである．
我々は意味処理技術の深化を目指し，縦の関連に加えて，単語が使用され
るドメインという，いわば横の関連を提案する．
本研究では基本語を対象に，ドメイン辞書を半自動で構築した．
本手法に必要なのは検索エンジンへのアクセスのみで，文書集合や高度
に構造化された語彙資源等は必要ない．
さらに，基本語ドメイン辞書の応用としてブログ自動分類を行った．
各ブログ記事は，記事中の語にドメインとIDF値が付与され，最もIDF値の高い
ドメインに分類される．
基本語ドメイン辞書に無い未知語のドメインは，基本語ドメイン辞書，
Wikipedia，検索エンジンを利用して，リアルタイムで推定する．
結果として，ブログ分類正解率94.0\%(564/600)と，未知語ドメイン推定正解率
76.6\% (383/500)が得られた．","For natural language understanding, it is essential to reveal semantic
relations between words.
To date, only the IS-A relation has been publicly available as a
thesaurus.
Toward deeper natural language understanding, we semi-automatically
 constructed the domain dictionary that represents the domain relation
 between Japanese fundamental words.
Our method does not require a document collection.
As a task-based evaluation of the domain dictionary,
we performed blog categorization, where we assigned a domain for each
word in a blog article and categorize it as the most dominant domain.
In so doing, we dynamically estimated the domains of unknown words,
i.e., those not listed in the domain dictionary.
As a result, our blog categorization achieved the accuracy of 94.0\%
(564/600).
Also, the domain estimation technique for unknown words achieved the
accuracy of 76.6\% (383/500).","['はじめに', '2つの問題 \\label{2issues', '基本語ドメイン辞書構築手法 \\label{domain-construction-method', '基本語ドメイン辞書の詳細 \\label{dic-spec', 'ブログ自動分類への応用 \\label{bunrui-method', '未知語ドメイン推定 \\label{unknown_domest', 'ブログ分類と未知語ドメイン推定の評価実験 \\label{eval', '関連研究 \\label{related-work', 'まとめ \\label{conclusion']",,,,,,,,
V15N05-05.tex,,"Improving Coreference Resolution Using Automatically Acquired
Knowledge of Nominal Relations","本稿では，自動獲得した知識を用いた日本語共参照
解析システムを提案する．日本語における共参照の多くを占める名詞句間の共参
照の解析では，語彙的知識が重要となり，中でも同義表現知識が非常に有効とな
る．そこでまず，大規模なコーパスおよび国語辞典の定義文から同義表現の自動
獲得を行い，自動獲得した同義表現を用いた共参照解析システムを構築する．さ
らに，より精度の高い共参照解析システムの構築のため，自動構築した名詞格フ
レームを用いた名詞句の関係解析を行い，その結果を共参照解析の手掛りとして
使用する．新聞記事およびウェブテキストを用いた実験の結果，同義表現，およ
び，名詞句の関係解析結果を用いることにより，共参照解析の精度は向上し，手
法の有効性が確認できた．","We present a knowledge-rich approach to Japanese coreference
resolution. In Japanese, noun phrase coreference occupies a central
position in coreference relations. To improve coreference resolution for
such language, wide-coverage knowledge of synonyms is required. We first
acquire knowledge of synonyms from large raw corpus and dictionary
definition sentences, and then resolve coreference relations based on
the knowledge. Furthermore, to boost the performance of coreference
resolution, we integrate bridging reference resolution system that uses
automatically constructed nominal case frames into coreference
resolver. We evaluated our approach on news paper article and WEB corpus
and confirmed that the performance of coreference resolution is improved
by using automatically acquired synonyms and bridging reference
resolution.","['はじめに', '同義表現の自動獲得', '名詞句の関係解析', '共参照解析', '実験と考察', '関連研究', 'おわりに']",,,,,,,,
V15N05-06.tex,,A Comparative Study on Effective Context Selection \\ for Distributional Similarity,,"Distributional similarity is a widely adopted concept to capture the
  semantic relatedness of words based on their context in various NLP
  tasks. While accurate similarity calculation requires a huge number
  of context types and co-occurrences, the contribution to the
  similarity calcualtion depends on individual context types, and some
  of them even act as noise. To select well-performing context and
  alleviate the high computational cost, we propose and investigate
  the effectiveness of three context selection schemes:
  category-based, type-based, and co-occurrence based selection. {\em
  Category-based selection","['Introduction', 'Previous studies', 'Contextual information', 'Approach to synonym acquisition', 'Evaluation of synonym acquisition', 'Category-based selection', 'Type-based selection', 'Co-occurrence based selection', 'Comparison of three selection schemes', 'Conclusion']",,,,,,,,
V15N05-07.tex,,TypeAny: Multilingual Text Entry System based on Language Identification,"近年，国際化に伴い，多くの言語を頻繁に切り替えて入力する機会が増えている．
既存のテキスト入力システムにおいては，
言語が切り替わるたびに，ユーザーが手動で，テキスト入力ソフトウェア (IME)を切り替えなければならない点が，ユーザーにとって負担になっていた．
この問題を解決するために，本論文では，多言語を入力する際にユーザーの負担を軽減するシステム，{\name","Computer users increasingly need to produce text written in multiple languages. 
However, typical computer systems require the user to change the text entry software 
each time a different language is used. This is cumbersome, especially when the languages 
change frequently.
To solve this problem, we propose {\name","['はじめに', '関連研究', '準備と設計方針', '言語判別', 'ユーザーインターフェース', '評価', '結論']",,,,,,,,
V15N05-08.tex,,Japanese Dependency Parsing Using a Tournament Model,"日本語係り受け解析においては，工藤らの相対的な係りやすさを考慮した日本語係り受け解析モデルが，
決定的解析アルゴリズムや文脈自由文法のパージングアルゴリズムに基づく手法を上回る精度を示している．
決定的解析手法では係り先候補文節を同時に一つしか考慮しないが，
工藤らの相対モデルではすべての係り先候補文節間の選択選好の強さをlog-linearモデルで推定している．
これに対し本稿では，同時に対象とする係り先候補文節を二候補に限定し，選択選好を二つの候補同士の対戦からなるトーナメントで
直接表現したモデルを提案する．
京大コーパス Version 4.0 を使用した実験において，提案手法は従来手法を上回る精度を示した．","In Japanese dependency parsing, Kudo's relative preference-based method outperforms both deterministic and probabilistic CFG-based parsing methods.
In the relative preference-based method, a log-linear model estimates selectional preferences
for all candidate heads, which cannot be considered in the deterministic parsing methods.
We propose an algorithm based on a tournament model, in which the selectional preferences are directly modeled by one-on-one games in a step-ladder tournament.
In evaluation experiment with Kyoto Text Corpus Version 4.0, the proposed method outperforms the previous research, including the relative preference-based method.","['はじめに', 'トーナメントモデル', '議論', '評価実験', '議論と今後の課題', 'まとめ']",,,,,,,,
V16N01-01.tex,,Detection of Quotations and Inserted Clauses and its Application to Dependency Structure Analysis in Spontaneous Japanese,"話し言葉の係り受け解析を行なう際の最大の問題は，
文境界や引用節・挿入節などの境界が明示されていないことである．
本論文では，話し言葉に対して，引用節・挿入節を自動認定するための手法，
および自動認定した引用節・挿入節の情報を用いて係り受け解析を改善するための手法を提案する．
形態素やポーズの情報などをもとに，
SVMを用いたテキストチャンキングによって，
引用節・挿入節の始端と終端を決定する．始端を決定する際には，
自動推定した係り受けの情報をあわせて利用する．
日本語話し言葉コーパス(CSJ)を用いた評価実験により，
自動認定した引用節・挿入節の情報を利用することで係り受け解析精度が
77.7\% から78.7\% に改善されることを確認し，本手法の有効性を示した．","Japanese dependency structure is usually represented by relationships
 between phrasal units called {\it bunsetsu","['はじめに', '話し言葉に特有の現象と係り受け構造', '係り受け解析と引用節・挿入節の自動認定のアプローチ', '評価実験', 'おわりに']",,,,,,,,
V16N01-02.tex,,"Discernment of Nativeness of English Documents Based on 
	Statistical Hypothesis Testing","本論文では，
ベイズ識別と仮説検定に基づいて，
英文書の作成者の母語話者／非母語
話者の判別を高精度で行う手法を提案する．
品詞 $n$-gram モデルを言語モデルとし，
判別対象の文書の品詞列の生起確率を，母語話者言語モデルにより
求めた場合と非母語話者言語モデルにより求めた場合とで比較し，判別を行う．
$n$ を大きくすると，母語話者／非母語話者固有の特徴をより良く扱うこ
とが可能となり，判別精度の向上が期待できる反面，
ゼロ頻度問題およびスパースネスの問題が顕在化し，
品詞 $n$-gram モデルのパラメタの最尤推定値を信頼すること
はできくなる．そこで，提案手法では，
仮説検定に基づいた方法で両言語モデルにおける生起確率の比を推定する．
実験の結果，従来手法を上回る 92.5\% の精度で判別できることを確認している．","This paper proposes a method to discern the nativeness of English
documents with high precision
based on Bayes decision and a statistical hypothesis testing.
Regarding a document as a sequence of part-of-speeches, 
the proposed method makes a
comparison between probabilities of a document by the statistical
language model of native English and by that of non-native English to
discern the nativeness of the document. The statistical language model
used here is a $n$-gram model.  The $n$-gram model with a large $n$ can
be expected to treat well the difference between the native English and
the non-native one and has the potential to discern the nativeness
with high precision.
However,
when we use the $n$-gram model with a large $n$,
the zero frequency problem and the sparseness problem become acute
and we cannot rely on
the maximum likelihood estimates of $n$-gram probabilities. 
The proposed method estimates the
ratio of the probability of the document by the native English language
model to that by the non-native English language model
using a statistical hypothesis testing.
The experimental result shows that the proposed
method discerns the nativeness with the precision 92.5\%, 
which is significantly higher than by traditional methods.","['はじめに', '文書クラス識別の枠組み', '関連研究', '提案手法', '実験', 'おわりに', '2つの二項母集団の母比率の比の検定', '仮説検定を利用した母比率の比の推定']",,,,,,,,
V16N01-03.tex,,Clause Splitting with Conditional Random Fields,,"In this paper, we present a Conditional Random Fields
(CRFs) framework for the Clause Splitting problem. We adapt the CRFs
model to this problem in order to use very large sets of arbitrary,
overlapping and non-independent features. We also extend N-best list
by using the Joint-CRFs \cite{Shi2007","['Introduction', 'Related Work', 'Clause Splitting Problem', 'Applying CRFs to Clause Splitting', 'Experiments', 'Conclusion']",,,,,,,,
V16N01-04.tex,,"A Method of List-type Question-answering Based on the Distribution 
	of Anwer Score Generated by Ranking-type Q/A System","本論文では，リスト型質問応答に対する回答群の選択手法を提案する．
リスト型質問応答とは，与えられた質問に対し決められた知識源の中から過不足なく解を見つけ列挙するタスクである．
提案手法では，既存の質問応答システムが解候補に付与するスコア分布を利用する．
解候補を，そのスコアを基にいくつかのクラスタに分離することを考える．
すなわち，それぞれのクラスタを一つの確率分布とし，各確率分布のパラメタをEMアルゴリズムにより推定する．
そして，それぞれの分布を正解集合を形成するスコア分布と不正解集合を形成するスコア分布のどちらであるかを推定し，正解集合のスコア分布に由来すると推定された解候補群を最終的な回答とする．
質問応答システムには一般に不得意な質問が存在するが，提案手法では，
複数の分布のパラメタを比較することにより，質問応答システムが正解を適切に
見つけられているか否かを判定することも可能である．
評価実験によれば，スコア分布を求め，それを利用することがリスト型質問応答に対して有効に働くことがわかった．","In this paper, we propose a method of the list-type question-answering.
The list-type question-answering is the task in which a system is requested to enumerate all correct answers to given question.
In the method, we utilize the distribution of the score that an existing question answering system gives to answer candidates.
Answer candidates are separated into some clusters according to their scores.
Here, we assume that each cluster results from a probabilistic model.
Under the assumption, the parameters of these probabilistic distribution models are estimated by using the EM algorithm.
Then, the method judges whether each distribution model is a source of correct answers or a source of incorrect answers.
Answer candidates that originate from the distribution models corresponding to correct answers are regarded as final answers.
Moreover, by comparing model parameters, we can also judge whether or not the question-answering system appropriately found correct answers.
The experimental results show that the use of the score distribution is effective in the list-type question-answering.","['はじめに', '関連研究', '優先順位型質問応答システム', '解スコア分布に基づくリスト型質問応答', '実験及び評価', '考察', 'おわりに']",,,,,,,,
V16N01-05.tex,,Information Extraction of Hypernyms and Ontology from Dictionaries,"辞書の定義文を基にした上位語情報の抽出手法を提案し，その結果に基づく単語オン
トロジーの自動生成を試みた．
提案するのは再帰的語義展開による情報抽出手法である．
本手法では定義文を再帰的に展開し，巨大な単語集合として定義文を再定義する．
このとき，定義文中に上位語が含まれるという仮定を利用すれば，
非常に多くの単語を上位語候補とすることができる．
この手法では上位語となる尤もらしさの指標を得ることができるため，
これを利用して多数の候補の中から上位語を効率よく選択できるようになる．
本手法を適用した上位語抽出実験では，構文解析を用いた既存手法
を上回る精度を示した．
更に本論文では，取り出された上位語情報を用いて単語オントロジーの自動生成を試みた．
自動生成の手法はまだ完全なものではないが，実験結果は上位語情報の有用性を示すものであり，今後のオントロジー自動生成の可能性を示している．","This paper proposes a method for information extraction of hypernyms
from dictionaries, and presents a result of automatic construction of
word ontology based on the extracted information.
The method recursively expands word definitions
to get much larger word sets, 
which will be candidates of hypernyms of the headwords.
At the same time, this method gives likelyhood of the candidates for hypernyms,
which is useful for selecting hypernyms from the candidates.
Computational experiments showed that the proposed method gives better results
than an existing method, which regards HEAD as hypernyms by parsing the explanatory notes.
Additionally, we tryed to create a word ontology with the resulting hypernyms.
This method is still underconstruction, but the results showed effectiveness
of the resulting hypernyms, and showed possibility of 
entirely automatic construction of word ontology.","['まえがき', '辞書からの上位語情報抽出', 'オントロジーの生成', 'むすび']",,,,,,,,
V16N02-01.tex,,Establishment of Corpus-based Cancer Specific Term Set and its Characteristics,"がん患者に対する情報提供の適正化のため，
がん情報処理を可能にする言語基盤であるがん用語辞書を，
医師による人手で作成した．
権威あるコーパスとして国立がんセンターのウェブ文書を用い，
延べ約2万6千語を収集し，
用語候補の集合Cc（Cancer Terms Candidate：語彙数10199語）を得た．
10種のがん説明用コンテンツを対象としたCcの用語の再現率は
それぞれ約95\%以上であった．
次に一般語やがん医学用語との関係と用語集としての
整合性から用語選択基準
（T1：がんそのものを指す，
T2：がんを想起させる用語，
T3：T2の関連語，
T4：がんに関連しない語のうち，
T3までを採用する）を作成し，
Ccに対して適用，
93.7\%が基準に合致し690語を削除，
9509語をがん用語Cとして選択した．
選択基準に従って作成した試験用ワードセットを医師に示すことで，
用語選択基準を評価した．
その結果，T1と(T2, T3, T4)の2つに分割した場合と
(T1, T2), (T3, T4)分割した場合で
一致係数$\kappa$が約0.6，
T1, T2, (T3, T4)の3つに分割した場合は約0.5であり，
選択基準を明示せずに単に用語選択を行った場合の $\kappa$ 値0.4に比べて
高値であったことから，
本研究で提案するがんとの関連性に基づいた用語選択法の妥当性が示された．
さらに，既存の専門用語選択アルゴリズムにより得られた用語集合 (HN) と本研
究で得られた用語集合 (C) を比較したところ，
HNでの再現性は80\%以上と高値だが，精度は約60\%であり，
本研究のような人手による用語選択の必要性が示された．
以上のことから，専門性の高い，がんに関するような用語集合を作成する場合，
本研究で行った，信頼性の高いコーパスを用い，
専門家の語感を信用して，
中心的概念からの距離感を考慮した用語選択を行うことにより，
少人数でも妥当性の高い専門用語集合の作成が可能であることが示された．","For providing the appropriate cancer information to patients, 
we made the Corpus-based Cancer Term Set as the basic linguistic 
infrastructure for analyzing cancer contents. 
The specific terms of cancer was carried out 
by the qualified medical doctors 
by cutting out each word using the whole web contents of 
the National Cancer Center as the authorized corpus. 
Out of over 26,000 words that were carried out, 
10,199 terms were finally collected as the Cancer Terms Candidate (Cc.) 
This term set covers 96.5--99.5\% of 10 different kinds 
of cancer content, which is enough for analysis. 
Considering the contrast between this cancer word set 
and other word set, such as general words, 
general medical words and proper nouns, 
the Cc was investigated based on selection standards. As a result, 
93.7\% terms of Cc was selected into the new word set ``C.''
Secondly, based on the relationship between general terms and 
cancer/medical terminology, as well as on the consistency of the glossary, 
the selection criteria (T1: Cancer itself, T2: Terms directly related to
cancer, T3: Terms related to both T1 and T2, and T4: Terms of unclear
relations to cancer) were proposed. As they were adapted to Cc, 93.7\%
met the criteria, 690 words were removed, and 9,509 were selected as the
C word in terms of cancer. These terms were selected according to the
criteria to create the word set for doctors to test, which indicates
that the criteria for selection were indirectly evaluated. As a result,
in two cases where the word set was split into T1 and (T2, T3, T4,) and
where it was split into (T1, T2) and (T3, T4), coefficient of
contingency, ``$\kappa$,'' was 0.6. And in case where into the word set was
split into T1, T2, (T3, T4) was 0.5. And in case where into the word set
was split into T1, T2, (T3, T4) was 0.5. These ``$\kappa$'' values were higher than
in the different test; making the simple question ``Cancer word or
not.'' Thus, the selection and classification of T1 and T2 terminology
is plausible. Furthermore, the comparison analysis of detected words
were performed for original several cancer corpus using HN
: (auto-specific-word-selecting algorithm (Gen-Sen-Web)) and C. As the
result, the recall rate of HN for C was around 80\%, however the
precision rate of HN for C was around 60\%. Thus, these automatic word
selecting methods are useful for evaluation of consistency for
C. However, the reducing the ignore words selection must be required for
those systems.  Therefore, it was suggested that this method enabled us
to create a low-cost, feasible cancer-specific term set. Thus, the
selection and classification of T1 and T2 terminology is
plausible. Therefore, it was suggested that this method enabled us to
create a low-cost, feasible cancer-specific term set.","['はじめに', '従来研究', 'がん用語候補集合 (Cc) の作成', 'がん用語集合の特性評価', '考察', 'まとめと今後の方針']",,,,,,,,
V16N02-02.tex,,Language Processing Technology and Educational Material Development---Generating English Educational Material using a Database Software---,本稿ではデータベース・ソフトウェアの１つであるFileMaker Proによる，英語学習教材の自動作成における言語処理技術と教材作成の連携可能性を提案する．著者は，実際の英語の授業でも利用しやすいプリント教材や簡易E-learning教材を出力できるツールを開発し，無料公開している．これらのツールではGUI環境での操作が可能であるため，パソコン利用スキルが限られる一般の英語教員にも利用しやすく，任意の英文素材からPhrase Readingを軸とした精読教材およびClozeテストを利用した学習教材を短時間で作成することができる.,"This article provides an example of developing educational material using a database software, linking it with language processing technology.  Teachers can download our software for free and create worksheets for studying phrase reading and e-learning materials based on cloze exercises.  This software makes creating such learning materials very efficient, and provides integrated functions which are almost impossible to do manually.  Since the operations can be done on graphical user interface, or GUI, even computer novices can use the software easily.","['はじめに', 'データベース・ソフトウェアについて', '連携事例 I: Phrase Reading 教材の自動作成', '連携事例 II: Clozeテストの自動作成', 'おわりに']",,,,,,,,
